vocabulary,ch_meaning,en_meaning,equation_1,equation_2,list,id
mount,v. 增加；上升,to increase or rise,mount = increase + rise,mount = grow + accumulate,list26,4253
pointless,adj. 无意义的；无用的,"having no meaning, purpose, or effect",pointless = meaningless + useless,pointless = futile + ineffective,list26,4254
quintessential,adj. 典型的；精髓的,representing the most perfect or typical example of a quality or class,quintessential = typical + perfect,quintessential = ideal + classic,list26,4255
codify,v. 编纂；将...编成法典,to arrange laws or rules into a systematic code,codify = systematize + organize,codify = standardize + compile,list26,4256
impervious,adj.不可渗透的，不可穿透的；adj.不能被破坏的；adj.不为所动的,1. not allowing entrance; 2. not capable of being damaged; 3. not capable of being affected,impervious = unaffected + insusceptible,impervious = resistant + immune,list26,4257
reactivate,v. 重新激活；重新启动,to make active or operative again,reactivate = restart + reengage,reactivate = restore + revive,list26,4258
qualm,n.担忧，不安,uneasy feeling,qualm = doubt + anxiety,qualm = misgiving + unease,list26,4259
candid,adj. 率直的；坦诚的,truthful and straightforward; frank,candid = honest + direct,candid = open + sincere,list26,4260
indebted,adj. 感激的；负债的,owing gratitude for a service or favor,indebted = grateful + obligated,indebted = thankful + in debt,list26,4261
paralyze,v. 使瘫痪；使麻痹,to cause a person or part of the body to become partly or wholly incapable of movement,paralyze = immobilize + disable,paralyze = cripple + numb,list26,4262
precursor,n.先驱者，先导,one that precedes the approach of another,precursor = forerunner + predecessor,precursor = antecedent + herald,list26,4263
tailor,n. 裁缝,"a person whose occupation is making fitted clothes such as suits, pants, and jackets to fit individual customers",tailor = clothier + designer,tailor = seamstress/seamster + fitter,list26,4264
obesity,n. 肥胖,the condition of being grossly overweight,obesity = excess weight + health risk,obesity = overeating + sedentary lifestyle,list26,4265
dwarf,n. 侏儒；矮小的东西,"a person, animal, or plant much smaller than the average of its kind",dwarf = small size + normal proportions,dwarf = miniature + standard,list26,4266
frantic,adj. 疯狂的；狂乱的,"wild or distraught with fear, anxiety, or other emotion",frantic = panicked + frenzied,frantic = agitated + desperate,list26,4267
prosaic,adj.单调的，常见的,being in the normal course of events,prosaic = ordinary + unimaginative,prosaic = mundane + dull,list26,4268
panorama,n. 全景；全貌,an unbroken view of the whole region surrounding an observer,panorama = wide view + landscape,panorama = 360-degree scene + horizon,list26,4269
niche,n. 适合的位置（或工作）；小生态环境,a comfortable or suitable position in life or employment,niche = suitable position + specialized role,niche = ideal job + personal fit,list26,4270
abundance,n. 丰富；大量,a very large quantity of something,abundance = plentiful + ample,abundance = large quantity + excess,list26,4271
oblivious,adj.不知道的，不知情的,lacking awarness;not informed,oblivious = unaware + unmindful,oblivious = ignorant + distracted,list26,4272
privilege,n. 特权；优待,"a special right, advantage, or immunity granted to a particular person or group",privilege = special right + advantage,privilege = exclusive benefit + immunity,list26,4273
heed,v. 注意；听从,to pay attention to; take notice of,heed = notice + consider,heed = listen + follow,list26,4274
whit,n. 极少量；一点点,a very small part or amount,whit = tiny amount + speck,whit = bit + trace,list26,4276
affinity,n.喜欢，倾向；n.相似,1. attraction; 2. in common,affinity = similarity + relationship,affinity = resemblance + association,list26,4277
trauma,n. 创伤；外伤,a deeply distressing or disturbing experience,trauma = severe shock + emotional distress,trauma = psychological injury + anxiety,list26,4278
stun,v. 使震惊；使晕倒,to shock or surprise someone very much,stun = shock + amaze,stun = astonish + overwhelm,list26,4279
profess,v. 声称；宣称,to claim openly but often falsely that one has a quality or feeling,profess = claim + declare,profess = assert + allege,list26,4280
yardstick,n. 标准；衡量尺度,a standard used for comparison,yardstick = standard + measure,yardstick = benchmark + criterion,list26,4281
unfaltering,adj. 坚定的；不动摇的,steadfast and unchanging; not wavering,unfaltering = steadfast + unwavering,unfaltering = resolute + unyielding,list26,4282
unassailable,adj.无可争辩的，无法否认的，不可亵渎的,not to be violated,unassailable = invincible + indisputable,unassailable = impregnable + unquestionable,list26,4283
counterbalance,v. 抵消；对抗,to have an effect that is opposite but equal to (something); to balance it out,counterbalance = offset + neutralize,counterbalance = equalize + counteract,list26,4284
prototype,n.原型,an original model,prototype = original model + template,prototype = first example + blueprint,list26,4285
vicinity,n. 附近；周围地区,the area near or surrounding a particular place,vicinity = nearby area + surroundings,vicinity = proximity + neighborhood,list26,4286
velocity,n. 速度；速率,the speed of something in a given direction,velocity = speed + direction,velocity = rate of motion + vector,list26,4287
concomitant,adj.伴随的，同时发生的,present at the same time and place,concomitant = accompanying + associated,concomitant = simultaneous + related,list26,4288
anarchy,n. 无政府状态；混乱,a state of disorder due to the absence or non-recognition of authority or other controlling systems,anarchy = chaos + lawlessness,anarchy = disorder + absence of government,list26,4289
demanding,adj.难取悦的，难满足的；adj.费时间花心思的,1. satisfied; 2. requiring careful attention,demanding = insistent + strict,demanding = unyielding + expectant,list26,4275
peculiar,adj. 奇怪的；独特的,strange or unusual; distinct from others,peculiar = unusual + strange,peculiar = unique + odd,list26,4290
totalitarian,adj. 极权主义的,relating to a system of government that is centralized and dictatorial and requires complete subservience to the state,totalitarian = authoritarian + absolute control,totalitarian = dictatorial + oppressive,list26,4291
derogate,v. 贬低；诽谤,to belittle or disparage someone or something,derogate = demean + disparage,derogate = belittle + devalue,list26,4292
dump,v. 倾倒；丢弃,to drop or throw away something in a careless or hurried way,dump = discard + drop,dump = dispose + throw away,list26,4293
archaic,adj.过时的，久远的,no current,archaic = ancient + outdated,archaic = antiquated + obsolete,list26,4294
cure-all,n. 万能药；灵丹妙药,a remedy that is claimed to cure all diseases or problems,cure-all = universal remedy + panacea,cure-all = solution + fix-all,list26,4295
fabricate,vt.捏造,make up,fabricate = invent + falsify,fabricate = construct + assemble,list26,4296
fairness,n. 公平；公正,the quality of making judgments that are free from discrimination,fairness = equality + justice,fairness = impartiality + integrity,list26,4297
sequential,adj. 按顺序的；连续的,forming or following a logical order or sequence,sequential = ordered + consecutive,sequential = successive + step-by-step,list26,4298
inveterate,adj.根深蒂固的,firmly established,inveterate = chronic + habitual,inveterate = deep-rooted + persistent,list26,4299
commensurate,adj.同样大小的；adj.相称的，相当的,1. equal in measure or extent; 2. proportionate,commensurate = proportionate + equivalent,commensurate = corresponding + balanced,list26,4300
transmogrify,v. 变形；变得古怪或可笑,"to transform, especially in a surprising or magical manner",transmogrify = transform + astonish,transmogrify = change + magically alter,list26,4301
escalate,v.(使)(战争等)升级，扩大,increase,escalate = intensify + amplify,escalate = increase + exacerbate,list26,4302
supernatural,adj. 超自然的；不可思议的,attributed to some force beyond scientific understanding or the laws of nature,supernatural = otherworldly + mysterious,supernatural = paranormal + unexplained,list26,4303
overwrought,adj.十分激动的，非常不安的；adj.(装饰、文风等)过分华丽的,1. being in a state of agitation; 2. excessively decorated,overwrought = overexcited + anxious,overwrought = agitated + stressed,list26,4304
outstanding,adj. 优秀的,the english meaning of this word: exceptionally good or impressive,outstanding = excellent + remarkable,outstanding = superior + extraordinary,list26,4305
futurity,n. 未来,the english meaning of this word: the state of being in the future; future time,futurity = future + time,futurity = anticipation + tomorrow,list26,4306
pervasive,adj. 普遍的,spreading widely throughout an area or a group of people,pervasive = widespread + omnipresent,pervasive = ubiquitous + all-encompassing,list26,4307
premature,adj. 过早的,occurring or done before the proper time,premature = early + untimely,premature = before + scheduled,list26,4308
tangible,adj.可感知的,capable of being perceived,tangible = physical + touchable,tangible = concrete + solid,list26,4310
dedicate,v. 奉献,"to devote time, effort, or oneself to a particular task or purpose",dedicate = devote + commit,dedicate = allocate + time/effort,list26,4311
countenance,v.容忍；v.赞成，推崇,1. put up with; 2. have a favorable opinion of,countenance = approve + support,countenance = endorse + encourage,list26,4312
goad,vt.刺激，驱使，激发,incite; rouse,goad = provoke + stimulate,goad = annoy + incite,list26,4313
open-ended,adj. 开放式的,having no determined limit or fixed ending,open-ended = unlimited + indefinite,open-ended = flexible + unrestricted,list26,4314
foment,vt.助长，煽动,promote the growth,foment = instigate + agitate,foment = incite + provoke,list26,4315
pillage,v. 掠夺,"to rob a place using violence, especially in wartime",pillage = plunder + violence,pillage = loot + war,list26,4316
frustrating,adj. 令人沮丧的,causing annoyance or upset because of inability to change or achieve something,frustrating = annoying + disappointing,frustrating = impeding + disheartening,list26,4317
